File,Del_ID,Wait_Start,Result_Time,Time_Diff_Seconds,Result
CHARNE_INV.log,720705616,01-Dec-25 20:37:11,01-Dec-25 20:37:11,0.0,LOCK SUCCESS
CHARNE_INV.log,720729780,01-Dec-25 20:38:30,01-Dec-25 20:38:30,0.0,LOCK SUCCESS
CHARNE_INV.log,720729779,01-Dec-25 20:38:35,01-Dec-25 20:38:35,0.0,LOCK SUCCESS
CHARNE_INV.log,720683080,01-Dec-25 20:55:10,01-Dec-25 20:55:10,0.0,LOCK SUCCESS
CHARNE_INV.log,720728859,01-Dec-25 21:10:08,01-Dec-25 21:10:08,0.0,LOCK SUCCESS
CHARNE_INV.log,720717691,01-Dec-25 21:25:34,01-Dec-25 21:25:34,0.0,LOCK SUCCESS
CHARNE_INV.log,720717692,01-Dec-25 21:25:34,01-Dec-25 21:25:34,0.0,LOCK SUCCESS
CHARNE_INV.log,720717693,01-Dec-25 21:25:34,01-Dec-25 21:25:34,0.0,LOCK SUCCESS
CHARNE_INV.log,720717694,01-Dec-25 21:25:34,01-Dec-25 21:25:34,0.0,LOCK SUCCESS
CHARNE_INV.log,720717710,01-Dec-25 21:26:08,01-Dec-25 21:26:08,0.0,LOCK SUCCESS
CHARNE_INV.log,720718501,01-Dec-25 21:27:43,01-Dec-25 21:27:43,0.0,LOCK SUCCESS
CHARNE_INV.log,720718504,01-Dec-25 21:27:43,01-Dec-25 21:27:43,0.0,LOCK SUCCESS
CHARNE_INV.log,720717595,01-Dec-25 21:29:23,01-Dec-25 21:29:23,0.0,LOCK SUCCESS
CHARNE_INV.log,720717604,01-Dec-25 21:29:23,01-Dec-25 21:29:23,0.0,LOCK SUCCESS
CHARNE_INV.log,720717603,01-Dec-25 21:29:23,01-Dec-25 21:29:23,0.0,LOCK SUCCESS
CHARNE_INV.log,720717605,01-Dec-25 21:29:23,01-Dec-25 21:29:23,0.0,LOCK SUCCESS
CHARNE_INV.log,720717606,01-Dec-25 21:29:24,01-Dec-25 21:29:24,0.0,LOCK SUCCESS
CHARNE_INV.log,720717596,01-Dec-25 21:29:24,01-Dec-25 21:29:24,0.0,LOCK SUCCESS
CHARNE_INV.log,720717598,01-Dec-25 21:30:07,01-Dec-25 21:30:07,0.0,LOCK SUCCESS
CHARNE_INV.log,720717599,01-Dec-25 21:30:07,01-Dec-25 21:30:07,0.0,LOCK SUCCESS
CHARNE_INV.log,720717597,01-Dec-25 21:30:08,01-Dec-25 21:30:08,0.0,LOCK SUCCESS
CHARNE_INV.log,720717601,01-Dec-25 21:31:47,01-Dec-25 21:31:47,0.0,LOCK SUCCESS
CHARNE_INV.log,720717595,01-Dec-25 21:31:48,01-Dec-25 21:31:48,0.0,LOCK SUCCESS
CHARNE_INV.log,720717634,01-Dec-25 21:36:49,01-Dec-25 21:36:49,0.0,LOCK SUCCESS
CHARNE_INV.log,720717631,01-Dec-25 21:36:49,01-Dec-25 21:36:49,0.0,LOCK SUCCESS
CHARNE_INV.log,720717632,01-Dec-25 21:36:49,01-Dec-25 21:36:49,0.0,LOCK SUCCESS
CHARNE_INV.log,720717633,01-Dec-25 21:36:49,01-Dec-25 21:36:49,0.0,LOCK SUCCESS
